5: ,6.7
6: ,26.7
7: ,3.3
8: ,13.3
9: ,6.7
Correct

This is test number: ,12
The Label of this picture is: ,9
0: ,7.4
1: ,7.4
2: ,7.4
3: ,7.4
4: ,7.4
5: ,7.4
6: ,3.7
7: ,14.8
8: ,7.4
9: ,29.6
Correct

This is test number: ,13
The Label of this picture is: ,0
0: ,50.0
1: ,12.5
2: ,3.1
3: ,3.1
4: ,3.1
5: ,6.3
6: ,6.3
7: ,6.3
8: ,3.1
9: ,6.3
Correct

This is test number: ,14
The Label of this picture is: ,1
0: ,14.3
1: ,28.6
2: ,3.6
3: ,7.1
4: ,14.3
5: ,7.1
6: ,7.1
7: ,7.1
8: ,3.6
9: ,7.1
Correct

This is test number: ,15
The Label of this picture is: ,5
0: ,5.9
1: ,5.9
2: ,5.9
3: ,23.5
4: ,5.9
5: ,23.5
6: ,5.9
7: ,5.9
8: ,11.8
9: ,5.9
TOP 5

This is test number: ,16
The Label of this picture is: ,9
0: ,13.8
1: ,6.9
2: ,6.9
3: ,6.9
4: ,6.9
5: ,6.9
6: ,3.4
7: ,13.8
8: ,6.9
9: ,27.6
Correct

This is test number: ,17
The Label of this picture is: ,7
0: ,8.0
1: ,8.0
2: ,8.0
3: ,16.0
4: ,4.0
5: ,8.0
6: ,4.0
7: ,32.0
8: ,4.0
9: ,8.0
Correct

This is test number: ,18
The Label of this picture is: ,3
0: ,7.0
1: ,3.5
2: ,7.0
3: ,28.1
4: ,1.8
5: ,14.0
6: ,3.5
7: ,7.0
8: ,14.0
9: ,14.0
Correct

This is test number: ,19
The Label of this picture is: ,4
0: ,5.4
1: ,21.6
2: ,10.8
3: ,5.4
4: ,21.6
5: ,5.4
6: ,5.4
7: ,10.8
8: ,2.7
9: ,10.8
TOP 5

This is test number: ,20
The Label of this picture is: ,9
0: ,6.1
1: ,6.1
2: ,12.1
3: ,12.1
4: ,12.1
5: ,6.1
6: ,3.0
7: ,12.1
8: ,6.1
9: ,24.2
Correct

This is test number: ,21
The Label of this picture is: ,6
0: ,8.3
1: ,8.3
2: ,4.2
3: ,8.3
4: ,4.2
5: ,16.7
6: ,33.3
7: ,4.2
8: ,8.3
9: ,4.2
Correct

This is test number: ,22
The Label of this picture is: ,6
0: ,9.1
1: ,9.1
2: ,9.1
3: ,4.5
4: ,9.1
5: ,4.5
6: ,18.2
7: ,9.1
8: ,9.1
9: ,18.2
TOP 5

This is test number: ,23
The Label of this picture is: ,5
0: ,7.7
1: ,7.7
2: ,3.8
3: ,15.4
4: ,3.8
5: ,30.8
6: ,7.7
7: ,7.7
8: ,7.7
9: ,7.7
Correct

This is test number: ,24
The Label of this picture is: ,4
0: ,3.2
1: ,12.9
2: ,12.9
3: ,6.5
4: ,25.8
5: ,6.5
6: ,6.5
7: ,6.5
8: ,6.5
9: ,12.9
Correct

This is test number: ,25
The Label of this picture is: ,0
0: ,28.6
1: ,7.1
2: ,7.1
3: ,7.1
4: ,7.1
5: ,7.1
6: ,7.1
7: ,7.1
8: ,7.1
9: ,14.3
Correct

This is test number: ,26
The Label of this picture is: ,7
0: ,11.1
1: ,11.1
2: ,5.6
3: ,11.1
4: ,5.6
5: ,11.1
6: ,5.6
7: ,22.2
8: ,5.6
9: ,11.1
Correct

This is test number: ,27
The Label of this picture is: ,4
0: ,5.0
1: ,20.0
2: ,10.0
3: ,5.0
4: ,20.0
5: ,5.0
6: ,10.0
7: ,10.0
8: ,5.0
9: ,10.0
TOP 5

This is test number: ,28
The Label of this picture is: ,0
0: ,34.8
1: ,8.7
2: ,8.7
3: ,8.7
4: ,4.3
5: ,8.7
6: ,4.3
7: ,8.7
8: ,8.7
9: ,4.3
Correct

This is test number: ,29
The Label of this picture is: ,1
0: ,6.5
1: ,25.8
2: ,6.5
3: ,6.5
4: ,12.9
5: ,6.5
6: ,6.5
7: ,12.9
8: ,3.2
9: ,12.9
Correct

This is test number: ,30
The Label of this picture is: ,3
0: ,5.3
1: ,5.3
2: ,5.3
3: ,42.7
4: ,1.3
5: ,10.7
6: ,2.7
7: ,10.7
8: ,5.3
9: ,10.7
Correct

This is test number: ,31
The Label of this picture is: ,1
0: ,7.3
1: ,29.1
2: ,7.3
3: ,3.6
4: ,14.5
5: ,7.3
6: ,7.3
7: ,14.5
8: ,1.8
9: ,7.3
Correct

This is test number: ,32
The Label of this picture is: ,3
0: ,5.8
1: ,5.8
2: ,11.6
3: ,46.4
4: ,1.4
5: ,11.6
6: ,2.9
7: ,5.8
8: ,5.8
9: ,2.9
Correct

This is test number: ,33
The Label of this picture is: ,4
0: ,10.0
1: ,20.0
2: ,10.0
3: ,5.0
4: ,20.0
5: ,5.0
6: ,20.0
7: ,2.5
8: ,5.0
9: ,2.5
TOP 5

This is test number: ,34
The Label of this picture is: ,7
0: ,9.1
1: ,9.1
2: ,9.1
3: ,9.1
4: ,4.5
5: ,4.5
6: ,4.5
7: ,36.4
8: ,4.5
9: ,9.1
Correct

This is test number: ,35
The Label of this picture is: ,2
0: ,10.3
1: ,10.3
2: ,20.5
3: ,20.5
4: ,5.1
5: ,10.3
6: ,2.6
7: ,10.3
8: ,5.1
9: ,5.1
TOP 5

This is test number: ,36
The Label of this picture is: ,7
0: ,11.8
1: ,5.9
2: ,11.8
3: ,11.8
4: ,5.9
5: ,5.9
6: ,5.9
7: ,23.5
8: ,5.9
9: ,11.8
Correct

This is test number: ,37
The Label of this picture is: ,1
0: ,7.1
1: ,28.6
2: ,7.1
3: ,3.6
4: ,14.3
5: ,7.1
6: ,7.1
7: ,14.3
8: ,3.6
9: ,7.1
Correct

This is test number: ,38
The Label of this picture is: ,2
0: ,10.5
1: ,10.5
2: ,21.1
3: ,10.5
4: ,5.3
5: ,10.5
6: ,5.3
7: ,10.5
8: ,10.5
9: ,5.3
Correct

This is test number: ,39
The Label of this picture is: ,1
0: ,8.0
1: ,32.0
2: ,4.0
3: ,4.0
4: ,8.0
5: ,8.0
6: ,16.0
7: ,8.0
8: ,4.0
9: ,8.0
Correct

This is test number: ,40
The Label of this picture is: ,1
0: ,11.1
1: ,22.2
2: ,5.6
3: ,5.6
4: ,11.1
5: ,11.1
6: ,5.6
7: ,11.1
8: ,5.6
9: ,11.1
Correct

This is test number: ,41
The Label of this picture is: ,7
0: ,8.0
1: ,8.0
2: ,16.0
3: ,16.0
4: ,8.0
5: ,8.0
6: ,4.0
7: ,16.0
8: ,8.0
9: ,8.0
TOP 5

This is test number: ,42
The Label of this picture is: ,4
0: ,5.9
1: ,23.5
2: ,5.9
3: ,2.9
4: ,23.5
5: ,5.9
6: ,5.9
7: ,11.8
8: ,2.9
9: ,11.8
TOP 5

This is test number: ,43
The Label of this picture is: ,2
0: ,8.0
1: ,16.0
2: ,16.0
3: ,8.0
4: ,8.0
5: ,16.0
6: ,8.0
7: ,8.0
8: ,8.0
9: ,4.0
TOP 5

This is test number: ,44
The Label of this picture is: ,3
0: ,6.3
1: ,6.3
2: ,12.5
3: ,25.0
4: ,3.1
5: ,12.5
6: ,3.1
7: ,12.5
8: ,6.3
9: ,12.5
Correct

This is test number: ,45
The Label of this picture is: ,5
0: ,11.1
1: ,11.1
2: ,5.6
3: ,11.1
4: ,5.6
5: ,22.2
6: ,11.1
7: ,5.6
8: ,11.1
9: ,5.6
Correct

This is test number: ,46
The Label of this picture is: ,1
0: ,5.1
1: ,41.0
2: ,5.1
3: ,5.1
4: ,10.3
5: ,5.1
6: ,5.1
7: ,10.3
8: ,2.6
9: ,10.3
Correct

This is test number: ,47
The Label of this picture is: ,2
0: ,8.0
1: ,4.0
2: ,32.0
3: ,8.0
4: ,8.0
5: ,4.0
6: ,4.0
7: ,8.0
8: ,8.0
9: ,16.0
Correct

This is test number: ,48
The Label of this picture is: ,4
0: ,7.4
1: ,14.8
2: ,7.4
3: ,7.4
4: ,29.6
5: ,7.4
6: ,3.7
7: ,7.4
8: ,7.4
9: ,7.4
Correct

This is test number: ,49
The Label of this picture is: ,4
0: ,6.5
1: ,25.8
2: ,6.5
3: ,3.2
4: ,25.8
5: ,3.2
6: ,6.5
7: ,12.9
8: ,3.2
9: ,6.5
TOP 5

This is test number: ,50
The Label of this picture is: ,6
0: ,10.0
1: ,20.0
2: ,5.0
3: ,10.0
4: ,5.0
5: ,10.0
6: ,20.0
7: ,5.0
8: ,10.0
9: ,5.0
TOP 5

This is test number: ,51
The Label of this picture is: ,3
0: ,6.6
1: ,6.6
2: ,6.6
3: ,52.5
4: ,3.3
5: ,6.6
6: ,1.6
7: ,6.6
8: ,6.6
9: ,3.3
Correct

This is test number: ,52
The Label of this picture is: ,5
0: ,6.8
1: ,6.8
2: ,6.8
3: ,13.6
4: ,1.7
5: ,27.1
6: ,13.6
7: ,3.4
8: ,13.6
9: ,6.8
Correct

This is test number: ,53
The Label of this picture is: ,5
0: ,12.1
1: ,6.1
2: ,6.1
3: ,12.1
4: ,3.0
5: ,24.2
6: ,12.1
7: ,6.1
8: ,12.1
9: ,6.1
Correct

This is test number: ,54
The Label of this picture is: ,6
0: ,14.8
1: ,7.4
2: ,3.7
3: ,7.4
4: ,3.7
5: ,7.4
6: ,29.6
7: ,3.7
8: ,7.4
9: ,14.8
Correct

This is test number: ,55
The Label of this picture is: ,0
0: ,41.0
1: ,10.3
2: ,5.1
3: ,2.6
4: ,5.1
5: ,5.1
6: ,5.1
7: ,10.3
8: ,5.1
9: ,10.3
Correct

This is test number: ,56
The Label of this picture is: ,4
0: ,6.3
1: ,25.0
2: ,6.3
3: ,3.1
4: ,25.0
5: ,6.3
6: ,6.3
7: ,12.5
8: ,3.1
9: ,6.3
TOP 5

This is test number: ,57
The Label of this picture is: ,1
0: ,12.5
1: ,25.0
2: ,6.3
3: ,3.1
4: ,12.5
5: ,6.3
6: ,6.3
7: ,12.5
8: ,3.1
9: ,12.5
Correct

This is test number: ,58
The Label of this picture is: ,9
0: ,7.7
1: ,3.8
2: ,7.7
3: ,7.7
4: ,7.7
5: ,7.7
6: ,3.8
7: ,15.4
8: ,7.7
9: ,30.8
Correct

This is test number: ,59
The Label of this picture is: ,5
0: ,9.5
1: ,9.5
2: ,9.5
3: ,9.5
4: ,4.8
5: ,19.0
6: ,4.8
7: ,19.0
8: ,4.8
9: ,9.5
TOP 5

This is test number: ,60
The Label of this picture is: ,7
0: ,7.7
1: ,7.7
2: ,7.7
3: ,15.4
4: ,7.7
5: ,7.7
6: ,3.8
7: ,30.8
8: ,3.8
9: ,7.7
Correct

This is test number: ,61
The Label of this picture is: ,8
0: ,11.4
1: ,2.9
2: ,2.9
3: ,11.4
4: ,2.9
5: ,5.7
6: ,2.9
7: ,2.9
8: ,45.7
9: ,11.4
Correct

This is test number: ,62
The Label of this picture is: ,9
0: ,4.8
1: ,9.5
2: ,4.8
3: ,4.8
4: ,19.0
5: ,9.5
6: ,4.8
7: ,19.0
8: ,4.8
9: ,19.0
TOP 5

This is test number: ,63
The Label of this picture is: ,3
0: ,5.3
1: ,10.5
2: ,5.3
3: ,42.1
4: ,2.6
5: ,10.5
6: ,2.6
7: ,5.3
8: ,10.5
9: ,5.3
Correct

This is test number: ,64
The Label of this picture is: ,7
0: ,4.3
1: ,4.3
2: ,8.6
3: ,17.2
4: ,8.6
5: ,4.3
6: ,1.1
7: ,34.4
8: ,8.6
9: ,8.6
Correct

This is test number: ,65
The Label of this picture is: ,4
0: ,6.1
1: ,12.1
2: ,12.1
3: ,6.1
4: ,24.2
5: ,6.1
6: ,3.0
7: ,12.1
8: ,6.1
9: ,12.1
Correct

This is test number: ,66
The Label of this picture is: ,6
0: ,14.8
1: ,14.8
2: ,3.7
3: ,3.7
4: ,7.4
5: ,7.4
6: ,29.6
7: ,3.7
8: ,7.4
9: ,7.4
Correct

This is test number: ,67
The Label of this picture is: ,4
0: ,6.3
1: ,12.5
2: ,6.3
3: ,6.3
4: ,25.0
5: ,6.3
6: ,6.3
7: ,12.5
8: ,6.3
9: ,12.5
Correct

This is test number: ,68
The Label of this picture is: ,3
0: ,6.5
1: ,6.5
2: ,6.5
3: ,51.6
4: ,1.6
5: ,6.5
6: ,1.6
7: ,6.5
8: ,6.5
9: ,6.5
Correct

This is test number: ,69
The Label of this picture is: ,0
0: ,25.8
1: ,6.5
2: ,6.5
3: ,12.9
4: ,3.2
5: ,12.9
6: ,6.5
7: ,6.5
8: ,6.5
9: ,12.9
Correct

This is test number: ,70
The Label of this picture is: ,7
0: ,7.7
1: ,7.7
2: ,7.7
3: ,15.4
4: ,3.8
5: ,7.7
6: ,3.8
7: ,30.8
8: ,7.7
9: ,7.7
Correct

This is test number: ,71
The Label of this picture is: ,0
0: ,47.1
1: ,11.8
2: ,2.9
3: ,5.9
4: ,2.9
5: ,5.9
6: ,5.9
7: ,5.9
8: ,5.9
9: ,5.9
Correct

This is test number: ,72
The Label of this picture is: ,2
0: ,7.7
1: ,3.8
2: ,30.8
3: ,7.7
4: ,7.7
5: ,7.7
6: ,3.8
7: ,15.4
8: ,7.7
9: ,7.7
Correct

This is test number: ,73
The Label of this picture is: ,9
0: ,10.3
1: ,10.3
2: ,10.3
3: ,10.3
4: ,5.1
5: ,10.3
6: ,2.6
7: ,10.3
8: ,10.3
9: ,20.5
Correct

This is test number: ,74
The Label of this picture is: ,1
0: ,6.3
1: ,25.0
2: ,6.3
3: ,3.1
4: ,12.5
5: ,12.5
6: ,6.3
7: ,12.5
8: ,3.1
9: ,12.5
Correct

This is test number: ,75
The Label of this picture is: ,7
0: ,3.3
1: ,6.6
2: ,6.6
3: ,13.1
4: ,13.1
5: ,3.3
6: ,1.6
7: ,26.2
8: ,13.1
9: ,13.1
Correct

This is test number: ,76
The Label of this picture is: ,3
0: ,4.4
1: ,8.9
2: ,8.9
3: ,35.6
4: ,2.2
5: ,17.8
6: ,4.4
7: ,4.4
8: ,8.9
9: ,4.4
Correct

This is test number: ,77
The Label of this picture is: ,2
0: ,9.5
1: ,4.8
2: ,19.0
3: ,19.0
4: ,4.8
5: ,9.5
6: ,4.8
7: ,9.5
8: ,9.5
9: ,9.5
TOP 5

This is test number: ,78
The Label of this picture is: ,9
0: ,9.5
1: ,9.5
2: ,9.5
3: ,9.5
4: ,4.8
5: ,4.8
6: ,4.8
7: ,9.5
8: ,19.0
9: ,19.0
TOP 5

This is test number: ,79
The Label of this picture is: ,7
0: ,7.3
1: ,7.3
2: ,7.3
3: ,14.5
4: ,3.6
5: ,7.3
6: ,1.8
7: ,29.1
8: ,7.3
9: ,14.5
Correct

This is test number: ,80
The Label of this picture is: ,7
0: ,11.8
1: ,11.8
2: ,5.9
3: ,5.9
4: ,11.8
5: ,5.9
6: ,5.9
7: ,23.5
8: ,5.9
9: ,11.8
Correct

This is test number: ,81
The Label of this picture is: ,6
0: ,8.0
1: ,16.0
2: ,8.0
3: ,8.0
4: ,4.0
5: ,8.0
6: ,32.0
7: ,4.0
8: ,8.0
9: ,4.0
Correct

This is test number: ,82
The Label of this picture is: ,2
0: ,7.4
1: ,7.4
2: ,29.6
3: ,14.8
4: ,3.7
5: ,7.4
6: ,3.7
7: ,14.8
8: ,3.7
9: ,7.4
Correct

This is test number: ,83
The Label of this picture is: ,7
0: ,7.1
1: ,14.3
2: ,7.1
3: ,7.1
4: ,14.3
5: ,7.1
6: ,3.6
7: ,28.6
8: ,3.6
9: ,7.1
Correct

This is test number: ,84
The Label of this picture is: ,8
0: ,8.0
1: ,8.0
2: ,8.0
3: ,8.0
4: ,8.0
5: ,8.0
6: ,8.0
7: ,4.0
8: ,32.0
9: ,8.0
Correct

This is test number: ,85
The Label of this picture is: ,4
0: ,3.8
1: ,15.4
2: ,7.7
3: ,7.7
4: ,30.8
5: ,7.7
6: ,3.8
7: ,7.7
8: ,7.7
9: ,7.7
Correct

This is test number: ,86
The Label of this picture is: ,7
0: ,8.0
1: ,16.0
2: ,8.0
3: ,8.0
4: ,8.0
5: ,4.0
6: ,4.0
7: ,32.0
8: ,4.0
9: ,8.0
Correct

This is test number: ,87
The Label of this picture is: ,3
0: ,3.9
1: ,3.9
2: ,15.7
3: ,31.4
4: ,3.9
5: ,7.8
6: ,2.0
7: ,15.7
8: ,7.8
9: ,7.8
Correct

This is test number: ,88
The Label of this picture is: ,6
0: ,9.1
1: ,18.2
2: ,4.5
3: ,9.1
4: ,4.5
5: ,4.5
6: ,36.4
7: ,4.5
8: ,4.5
9: ,4.5
Correct

This is test number: ,89
The Label of this picture is: ,1
0: ,11.4
1: ,22.9
2: ,5.7
3: ,5.7
4: ,11.4
5: ,11.4
6: ,5.7
7: ,11.4
8: ,2.9
9: ,11.4
Correct

This is test number: ,90
The Label of this picture is: ,3
0: ,5.2
1: ,5.2
2: ,10.4
3: ,41.6
4: ,1.3
5: ,10.4
6: ,5.2
7: ,5.2
8: ,10.4
9: ,5.2
Correct

This is test number: ,91
The Label of this picture is: ,6
0: ,4.4
1: ,8.9
2: ,4.4
3: ,8.9
4: ,4.4
5: ,17.8
6: ,35.6
7: ,2.2
8: ,8.9
9: ,4.4
Correct

This is test number: ,92
The Label of this picture is: ,9
0: ,12.1
1: ,6.1
2: ,6.1
3: ,6.1
4: ,12.1
5: ,6.1
6: ,3.0
7: ,12.1
8: ,12.1
9: ,24.2
Correct

This is test number: ,93
The Label of this picture is: ,3
0: ,5.0
1: ,10.0
2: ,5.0
3: ,40.0
4: ,2.5
5: ,10.0
6: ,2.5
7: ,5.0
8: ,10.0
9: ,10.0
Correct

This is test number: ,94
The Label of this picture is: ,1
0: ,8.3
1: ,33.3
2: ,4.2
3: ,4.2
4: ,16.7
5: ,4.2
6: ,8.3
7: ,8.3
8: ,4.2
9: ,8.3
Correct

This is test number: ,95
The Label of this picture is: ,4
0: ,6.9
1: ,6.9
2: ,6.9
3: ,6.9
4: ,13.8
5: ,3.4
6: ,6.9
7: ,6.9
8: ,27.6
9: ,13.8
TOP 5

This is test number: ,96
The Label of this picture is: ,1
0: ,7.8
1: ,31.4
2: ,7.8
3: ,3.9
4: ,15.7
5: ,7.8
6: ,7.8
7: ,7.8
8: ,2.0
9: ,7.8
Correct

This is test number: ,97
The Label of this picture is: ,7
0: ,6.1
1: ,12.1
2: ,12.1
3: ,12.1
4: ,6.1
5: ,6.1
6: ,3.0
7: ,24.2
8: ,12.1
9: ,6.1
Correct

This is test number: ,98
The Label of this picture is: ,6
0: ,16.7
1: ,4.2
2: ,4.2
3: ,4.2
4: ,4.2
5: ,16.7
6: ,16.7
7: ,8.3
8: ,16.7
9: ,8.3
TOP 5

This is test number: ,99
The Label of this picture is: ,9
0: ,9.3
1: ,4.7
2: ,4.7
3: ,9.3
4: ,9.3
5: ,4.7
6: ,2.3
7: ,9.3
8: ,9.3
9: ,37.2
Correct

This is test number: ,100
The Label of this picture is: ,6
0: ,16.0
1: ,8.0
2: ,4.0
3: ,8.0
4: ,4.0
5: ,8.0
6: ,32.0
7: ,4.0
8: ,8.0
9: ,8.0
Correct

This is test number: ,101
The Label of this picture is: ,0
0: ,41.0
1: ,10.3
2: ,2.6
3: ,5.1
4: ,5.1
5: ,5.1
6: ,5.1
7: ,10.3
8: ,5.1
9: ,10.3
Correct

This is test number: ,102
The Label of this picture is: ,5
0: ,8.9
1: ,4.4
2: ,4.4
3: ,17.8
4: ,2.2
5: ,35.6
6: ,4.4
7: ,4.4
8: ,8.9
9: ,8.9
Correct

This is test number: ,103
The Label of this picture is: ,4
0: ,3.2
1: ,25.4
2: ,12.7
3: ,3.2
4: ,25.4
5: ,6.3
6: ,6.3
7: ,12.7
8: ,1.6
9: ,3.2
TOP 5

This is test number: ,104
The Label of this picture is: ,9
0: ,12.9
1: ,6.5
2: ,6.5
3: ,6.5
4: ,6.5
5: ,12.9
6: ,3.2
7: ,12.9
8: ,6.5
9: ,25.8
Correct

This is test number: ,105
The Label of this picture is: ,9
0: ,4.0
1: ,4.0
2: ,8.0
3: ,8.0
4: ,8.0
5: ,8.0
6: ,4.0
7: ,16.0
8: ,8.0
9: ,32.0
Correct

This is test number: ,106
The Label of this picture is: ,2
0: ,8.7
1: ,4.3
2: ,34.8
3: ,8.7
4: ,4.3
5: ,8.7
6: ,8.7
7: ,8.7
8: ,8.7
9: ,4.3
Correct

This is test number: ,107
The Label of this picture is: ,1
0: ,14.8
1: ,29.6
2: ,3.7
3: ,3.7
4: ,7.4
5: ,7.4
6: ,7.4
7: ,14.8
8: ,3.7
9: ,7.4
Correct

This is test number: ,108
The Label of this picture is: ,9
0: ,7.4
1: ,7.4
2: ,7.4
3: ,7.4
4: ,7.4
5: ,7.4
6: ,3.7
7: ,14.8
8: ,7.4
9: ,29.6
Correct

This is test number: ,109
The Label of this picture is: ,4
0: ,5.6
1: ,11.1
2: ,11.1
3: ,5.6
4: ,22.2
5: ,5.6
6: ,5.6
7: ,11.1
8: ,11.1
9: ,11.1
Correct

This is test number: ,110
The Label of this picture is: ,8
0: ,7.3
1: ,3.6
2: ,3.6
3: ,7.3
4: ,3.6
5: ,3.6
6: ,3.6
7: ,1.8
8: ,58.2
9: ,7.3
Correct

This is test number: ,111
The Label of this picture is: ,7
0: ,10.5
1: ,21.1
2: ,10.5
3: ,5.3
4: ,5.3
5: ,10.5
6: ,2.6
7: ,21.1
8: ,2.6
9: ,10.5
TOP 5

This is test number: ,112
The Label of this picture is: ,3
0: ,4.3
1: ,8.6
2: ,8.6
3: ,34.4
4: ,1.1
5: ,17.2
6: ,4.3
7: ,4.3
8: ,8.6
9: ,8.6
Correct

This is test number: ,113
The Label of this picture is: ,9
0: ,8.7
1: ,4.3
2: ,8.7
3: ,8.7
4: ,4.3
5: ,8.7
6: ,4.3
7: ,8.7
8: ,8.7
9: ,34.8
Correct

This is test number: ,114
The Label of this picture is: ,7
0: ,3.4
1: ,13.6
2: ,13.6
3: ,13.6
4: ,6.8
5: ,6.8
6: ,1.7
7: ,27.1
8: ,6.8
9: ,6.8
Correct

This is test number: ,115
The Label of this picture is: ,4
0: ,9.5
1: ,9.5
2: ,4.8
3: ,4.8
4: ,19.0
5: ,9.5
6: ,4.8
7: ,9.5
8: ,9.5
9: ,19.0
TOP 5

This is test number: ,116
The Label of this picture is: ,4
0: ,5.6
1: ,22.2
2: ,5.6
3: ,5.6
4: ,22.2
5: ,5.6
6: ,5.6
7: ,11.1
8: ,5.6
9: ,11.1
TOP 5

This is test number: ,117
The Label of this picture is: ,4
0: ,8.0
1: ,16.0
2: ,4.0
3: ,4.0
4: ,32.0
5: ,8.0
6: ,8.0
7: ,8.0
8: ,4.0
9: ,8.0
Correct

This is test number: ,118
The Label of this picture is: ,9
0: ,8.2
1: ,8.2
2: ,8.2
3: ,4.1
4: ,4.1
5: ,8.2
6: ,2.0
7: ,16.3
8: ,8.2
9: ,32.7
Correct

This is test number: ,119
The Label of this picture is: ,2
0: ,7.3
1: ,7.3
2: ,14.7
3: ,7.3
4: ,7.3
5: ,7.3
6: ,0.9
7: ,29.4
8: ,3.7
9: ,14.7
TOP 5

This is test number: ,120
The Label of this picture is: ,5
0: ,7.0
1: ,7.0
2: ,7.0
3: ,14.0
4: ,1.8
5: ,28.1
6: ,7.0
7: ,7.0
8: ,14.0
9: ,7.0
Correct

This is test number: ,121
The Label of this picture is: ,4
0: ,10.0
1: ,20.0
2: ,5.0
3: ,5.0
4: ,20.0
5: ,10.0
6: ,5.0
7: ,10.0
8: ,5.0
9: ,10.0
TOP 5

This is test number: ,122
The Label of this picture is: ,7
0: ,7.7
1: ,15.4
2: ,7.7
3: ,7.7
4: ,7.7
5: ,7.7
6: ,3.8
7: ,30.8
8: ,3.8
9: ,7.7
Correct

This is test number: ,123
The Label of this picture is: ,6
0: ,14.3
1: ,14.3
2: ,3.6
3: ,7.1
4: ,7.1
5: ,7.1
6: ,28.6
7: ,3.6
8: ,7.1
9: ,7.1
Correct

This is test number: ,124
The Label of this picture is: ,7
0: ,6.1
1: ,12.1
2: ,6.1
3: ,6.1
4: ,12.1
5: ,6.1
6: ,3.0
7: ,24.2
8: ,12.1
9: ,12.1
Correct

This is test number: ,125
The Label of this picture is: ,9
0: ,13.8
1: ,6.9
2: ,6.9
3: ,3.4
4: ,6.9
5: ,3.4
6: ,3.4
7: ,13.8
8: ,13.8
9: ,27.6
Correct

This is test number: ,126
The Label of this picture is: ,0
0: ,38.1
1: ,4.8
2: ,4.8
3: ,9.5
4: ,4.8
5: ,9.5
6: ,4.8
7: ,4.8
8: ,9.5
9: ,9.5
Correct

This is test number: ,127
The Label of this picture is: ,5
0: ,4.4
1: ,8.9
2: ,4.4
3: ,17.8
4: ,2.2
5: ,35.6
6: ,8.9
7: ,4.4
8: ,8.9
9: ,4.4
Correct

This is test number: ,128
The Label of this picture is: ,8
0: ,5.7
1: ,2.9
2: ,5.7
3: ,11.4
4: ,5.7
5: ,5.7
6: ,2.9
7: ,2.9
8: ,45.7
9: ,11.4
Correct

This is test number: ,129
The Label of this picture is: ,5
0: ,7.5
1: ,7.5
2: ,7.5
3: ,15.1
4: ,1.9
5: ,30.2
6: ,7.5
7: ,7.5
8: ,7.5
9: ,7.5
Correct

This is test number: ,130
The Label of this picture is: ,6
